title,salary,hinhthuc,capbac,gender,ex,add,keyword,link
Tuyển Chuyên Viên IT,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,3 năm,Hồ Chí Minh,"Công nghệ thông tin,IT Phần cứng / Mạng,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/chuyen-vien-it/747932.html
Tuyển Quản Lý Cửa Hàng Và Phát Triển Kinh Doanh Cửa Hàng (Ngành Hàng Thực Phẩm),"1,000-2,200 USD",Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,2 năm,Hà Nội,"Kinh doanh / Bán hàng,Thực phẩm / Đồ uống,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/quan-ly-cua-hang-va-phat-trien-kinh-doanh-cua-hang-nganh-hang-thuc-pham/807340.html
Tuyển Nhân Viên Theo Dõi Đơn Hàng Sản Xuất Nội Địa,10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Sản xuất,Hành chính / Văn phòng,Hàng tiêu dùng",https://www.topcv.vn/viec-lam/nhan-vien-theo-doi-don-hang-san-xuat-noi-dia/808929.html
"Tuyển Nhân Viên Kỹ Thuật Tại Thành Phố Cẩm Phả, Quảng Ninh",7-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Quảng Ninh,"Cơ khí / Chế tạo / Tự động hóa,Công nghệ cao,Điện / Điện tử / Điện lạnh",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-tai-thanh-pho-cam-pha-quang-ninh/808945.html
Tuyển Kỹ Sư Pe - Smt,Tới 10 triệu,Toàn thời gian,Nhân viên,Nam,1 năm,Hưng Yên,"Cơ khí / Chế tạo / Tự động hóa,Sản xuất",https://www.topcv.vn/viec-lam/ky-su-pe-smt/807869.html
Tuyển Kỹ Thuật Lắp Đặt - Bảo Trì - Bảo Dưỡng Máy Móc Đánh Bóng (Thu Nhập 10 - 12 Triệu/Tháng),Trên 8 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Bình Dương,"Cơ khí / Chế tạo / Tự động hóa,Bán hàng kỹ thuật,Bảo trì / Sữa chữa",https://www.topcv.vn/viec-lam/ky-thuat-lap-dat-bao-tri-bao-duong-may-moc-danh-bong-thu-nhap-10-12-trieu-thang/402799.html
Tuyển Aws Cloud Operation Engineer Level 1,12-16 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"IT Phần cứng / Mạng,IT phần mềm,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/aws-cloud-operation-engineer-level-1/808812.html
Tuyển Trợ Lý Chủ Tịch Hội Đồng Quản Trị (Văn Phòng Bắc Từ Liêm),20-30 triệu,Toàn thời gian,Trưởng/Phó phòng,Nam,2 năm,Hà Nội,"Thư ký / Trợ lý,Hành chính / Văn phòng,Quản lý điều hành",https://www.topcv.vn/viec-lam/tro-ly-chu-tich-hoi-dong-quan-tri-van-phong-bac-tu-liem/808196.html
Tuyển Nhân Viên Kinh Doanh Viễn Thông Lương 7-9 Triệu,Trên 9 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Kinh doanh / Bán hàng,Điện tử viễn thông,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-vien-thong-luong-7-9-trieu/596628.html
,12-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Cà Mau,,
Tuyển Nhân Viên Kỹ Thuật,8-12 triệu,Toàn thời gian,Nhân viên,Nam,1 năm,Hưng Yên,Cơ khí / Chế tạo / Tự động hóa,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat/460112.html
Tuyển Nhân Viên Kinh Doanh Ngành FMCG,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Thực phẩm / Đồ uống,Hàng tiêu dùng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-nganh-fmcg/587011.html
Tuyển Nhân Viên Kỹ Thuật Sản Xuất Pe,Thoả thuận,Toàn thời gian,Nhân viên,Nam,1 năm,Hà Nội,"Sản xuất,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-san-xuat-pe/591557.html
Tuyển Nhân Viên Content Marketing (Lương Hấp Dẫn 12Tr/Tháng),8-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Báo chí / Truyền hình,Giáo dục / Đào tạo",https://www.topcv.vn/viec-lam/nhan-vien-content-marketing-luong-hap-dan-12tr-thang/808786.html
Tuyển Trưởng Phòng Marketing,Trên 15 triệu,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,2 năm,Hà Nội,"Kinh doanh / Bán hàng,Bất động sản,Hàng gia dụng",https://www.topcv.vn/viec-lam/truong-phong-marketing/776233.html
Tuyển Sales Admin Quản Lý Team Telemarketing (Thu Nhập Upto 12 Triệu/Tháng),Tới 12 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Hà Nội,"Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/sales-admin-quan-ly-team-telemarketing-thu-nhap-upto-12-trieu-thang/697943.html
Tuyển Nhân Viên Chăm Sóc Khách Hàng (Thông Thạo Tiếng Trung),Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Dịch vụ khách hàng,Hành chính / Văn phòng,Mỹ phẩm / Trang sức",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-thong-thao-tieng-trung/807865.html
Tuyển Sale Khách Sạn,6-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Dịch vụ khách hàng,Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/sale-khach-san/169042.html
Tuyển Chuyên Viên Phân Tích Nghiệp Vụ - Ba,Tới 20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Công nghệ thông tin,Dịch vụ khách hàng,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba/807967.html
Tuyển Biên Phiên Dịch Tiếng Nhật (Sub Manager - Japanese Translator/Communicator),Thoả thuận,Toàn thời gian,Quản lý / Giám sát,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Biên / Phiên dịch,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/bien-phien-dich-tieng-nhat-sub-manager-japanese-translator-communicator/356919.html
Tuyển Nhân Viên Kinh Doanh,15-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Marketing / Truyền thông / Quảng cáo,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/806551.html
Tuyển Trưởng Phòng Kinh Doanh Studio,12-20 triệu,Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Kinh doanh / Bán hàng,Mỹ thuật / Nghệ thuật / Điện ảnh",https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-studio/807761.html
Tuyển Lập Trình Viên PHP Laravel Tại Hà Nội - Lương Cứng 10-20 Triệu,10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Công nghệ thông tin,IT Phần cứng / Mạng,IT phần mềm,Việc làm IT",https://www.topcv.vn/viec-lam/lap-trinh-vien-php-laravel-tai-ha-noi-luong-cung-10-20-trieu/788002.html
Tuyển Marketing Content,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Dịch vụ khách hàng,Du lịch,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/marketing-content/169028.html
Tuyển Nhân Viên Thiết Kế Fulltime Làm Việc Tại Văn Phòng,25-30 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,2 năm,Hà Nội,"Thiết kế đồ họa,Báo chí / Truyền hình,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-fulltime-lam-viec-tai-van-phong/807823.html
Tuyển Chuyên Viên Tài Chính,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Bất động sản,Ngân hàng / Tài chính,Tài chính / Đầu tư",https://www.topcv.vn/viec-lam/chuyen-vien-tai-chinh/801370.html
Tuyển Partnership Executive (Outsourcing Project),Thoả thuận,Toàn thời gian,Nhân viên,Nam,1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/partnership-executive-outsourcing-project/808718.html
Tuyển Học Viên Quay Dựng,Trên 3 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Mỹ thuật / Nghệ thuật / Điện ảnh,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/hoc-vien-quay-dung/807728.html
Tuyển Intern Content,2-8 triệu,Thực tập,Thực tập sinh,Nữ,Không yêu cầu kinh nghiệm,Hải Phòng,"Marketing / Truyền thông / Quảng cáo,Báo chí / Truyền hình,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/intern-content/808893.html
"Tuyển Nhân Viên Tư Vấn Bán Hàng Tại Biên Hòa, Đồng Nai",7-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đồng Nai,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-tai-bien-hoa-dong-nai/808937.html
Tuyển Nhân Viên Thiết Kế Đồ Họa (Lương Upto 15Tr/Tháng),10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Thiết kế đồ họa,Mỹ thuật / Nghệ thuật / Điện ảnh,Thiết kế nội thất",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-luong-upto-15tr-thang/808926.html
"Tuyển Nhân Viên Kinh Doanh (Sale Giáo Dục, Khoá Học) Lương 15-30 Triệu",8-30 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Giáo dục / Đào tạo,Kinh doanh / Bán hàng,Công nghệ thông tin",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-giao-duc-khoa-hoc-luong-15-30-trieu/808721.html
Tuyển Nhân Viên Bán Hàng,Trên 5 triệu,Bán thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Thời trang,Thiết kế nội thất",https://www.topcv.vn/viec-lam/nhan-vien-ban-hang/758490.html
Tuyển Thực Tập Sinh Kinh Doanh (Hỗ Trợ Lương Thực Tập + Hoa Hồng),Thoả thuận,Toàn thời gian,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Bảo hiểm,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-ho-tro-luong-thuc-tap-hoa-hong/806307.html
Tuyển Nhân Viên IT,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"Du lịch,Hành chính / Văn phòng,Công nghệ thông tin",https://www.topcv.vn/viec-lam/nhan-vien-it/289693.html
Tuyển Kế Toán Công Nợ (0 - 2 Năm Kinh Nghiệm),Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"Kế toán / Kiểm toán,Ngân hàng / Tài chính",https://www.topcv.vn/viec-lam/ke-toan-cong-no-0-2-nam-kinh-nghiem/808212.html
Tuyển Chuyên Viên Nhân Sự (Mạnh Tuyển Dụng),Thoả thuận,Toàn thời gian,Nhân viên,Nữ,Dưới 1 năm,Hà Nội,"Nhân sự,Giáo dục / Đào tạo,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/chuyen-vien-nhan-su-manh-tuyen-dung/808142.html
Tuyển Chăm Sóc Khách Hàng,7-10 triệu,Toàn thời gian,Nhân viên,Nữ,1 năm,Hà Nội,"Dịch vụ khách hàng,Hành chính / Văn phòng,Tư vấn",https://www.topcv.vn/viec-lam/cham-soc-khach-hang/808856.html
Tuyển Trưởng Nhóm Tuyển Dụng Tại Hà Nội,12-14 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,2 năm,Hà Nội,"Nhân sự,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/truong-nhom-tuyen-dung-tai-ha-noi/808132.html
Tuyển Kỹ Sư Thiết Kế Cơ Khí,Trên 10 triệu,Toàn thời gian,Nhân viên,Nam,2 năm,Hà Nội,"Cơ khí / Chế tạo / Tự động hóa,Sản xuất",https://www.topcv.vn/viec-lam/ky-su-thiet-ke-co-khi/808750.html
Tuyển Digital Marketing Executive,15-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Thời trang",https://www.topcv.vn/viec-lam/digital-marketing-executive/803645.html
Tuyển Chuyên Viên SEO Marketing Thu Nhập 12 - 18 Triệu/Tháng,12-18 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Công nghệ thông tin",https://www.topcv.vn/viec-lam/chuyen-vien-seo-marketing-thu-nhap-12-18-trieu-thang/808819.html
Tuyển Product Business Analyst,2.5-5 triệu,Bán thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hồ Chí Minh,"IT phần mềm,Công nghệ thông tin,Việc làm IT",https://www.topcv.vn/viec-lam/product-business-analyst/807855.html
Tuyển Nhân Viên Xử Lý Đơn Hàng,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Hành chính / Văn phòng,Nhân sự,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-don-hang/774868.html
"Tuyển Nhân Viên Tư Vấn Bán Hàng Tại Thành Phố Cẩm Phả, Quảng Ninh",7-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Quảng Ninh,"Kinh doanh / Bán hàng,Dịch vụ khách hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-tai-thanh-pho-cam-pha-quang-ninh/808930.html
"Tuyển Thiết Kế Đồ Họa 3D Mảng Sự Kiện, Gian Hàng Triển Lãm",Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Thiết kế đồ họa,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-3d-mang-su-kien-gian-hang-trien-lam/808378.html
Tuyển Game Marketing Leader,"Tới 2,500 USD",Toàn thời gian,Trưởng/Phó phòng,Không yêu cầu,4 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Công nghệ cao",https://www.topcv.vn/viec-lam/game-marketing-leader/808744.html
Tuyển Nhân Viên Kế Toán Tổng Hợp,Trên 12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hồ Chí Minh,Kế toán / Kiểm toán,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop/760821.html
Tuyển Kế Toán Kho,7-9 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Bán lẻ / bán sỉ,Kinh doanh / Bán hàng,Dệt may / Da giày",https://www.topcv.vn/viec-lam/ke-toan-kho/808761.html
Tuyển Nhân Viên Chăm Sóc Khách Hàng,6-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Tư vấn",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang/583655.html
Tuyển Trưởng Nhóm Kinh Doanh ( Thu Nhập 15-30 Triệu/Tháng),15-20 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Bán hàng kỹ thuật,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-thu-nhap-15-30-trieu-thang/808900.html
Tuyển Nhân Viên Cửa Hàng,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,Dưới 1 năm,Hồ Chí Minh,"Dịch vụ khách hàng,Kinh doanh / Bán hàng",https://www.topcv.vn/viec-lam/nhan-vien-cua-hang/808596.html
Tuyển Nhân Viên Bán Hàng Thời Trang,Trên 5 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Thời trang,Kinh doanh / Bán hàng,Bán lẻ / bán sỉ",https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-thoi-trang/767214.html
Tuyển Nhân Viên Admin - Phòng Thiết Kế Nội Thất,Thoả thuận,Toàn thời gian,Nhân viên,Nữ,2 năm,Hồ Chí Minh,"Thiết kế nội thất,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/nhan-vien-admin-phong-thiet-ke-noi-that/807954.html
Tuyển Nhân Viên Mua Hàng,9-12 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Xuất nhập khẩu,Cơ khí / Chế tạo / Tự động hóa,Ngành nghề khác",https://www.topcv.vn/viec-lam/nhan-vien-mua-hang/808716.html
Tuyển Senior Digital Media,15-25 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,Marketing / Truyền thông / Quảng cáo,https://www.topcv.vn/viec-lam/senior-digital-media/808787.html
Tuyển Nhân Viên Kỹ Thuật Thị Trường Tại Miền Bắc,11-22 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Thực phẩm / Đồ uống,Hàng tiêu dùng",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-thi-truong-tai-mien-bac/808907.html
Tuyển Nhân Viên Thủ Kho,Thoả thuận,Toàn thời gian,Nhân viên,Nam,2 năm,Hồ Chí Minh,"Dịch vụ khách hàng,Vận tải / Kho vận,Sản phẩm công nghiệp",https://www.topcv.vn/viec-lam/nhan-vien-thu-kho/508664.html
Tuyển Nhân Viên Bán Vé Máy Bay,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Du lịch,Dịch vụ khách hàng,Hàng không",https://www.topcv.vn/viec-lam/nhan-vien-ban-ve-may-bay/355248.html
Tuyển Nhân Viên Digital Marketing,10-30 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Y tế / Dược,Dược phẩm / Công nghệ sinh học",https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing/807239.html
Tuyển Trưởng Nhóm Kinh Doanh Kênh Thẻ Vay,13-17 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Thừa Thiên Huế,"Ngân hàng / Tài chính,Marketing / Truyền thông / Quảng cáo,Quản lý điều hành",https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-kenh-the-vay/808803.html
Tuyển Event Marketing,7-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Giáo dục / Đào tạo,Tổ chức sự kiện / Quà tặng",https://www.topcv.vn/viec-lam/event-marketing/778017.html
Tuyển Nhân Viên Thiết Kế Nội Thất,Tới 15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Thiết kế nội thất,Xây dựng,Kiến trúc",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-noi-that/689401.html
Tuyển Nhân Viên Bán Hàng Tại Biên Hòa,6-8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Đồng Nai,"Kinh doanh / Bán hàng,Marketing / Truyền thông / Quảng cáo,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-tai-bien-hoa/808092.html
Tuyển Quản Lý Khách Sạn (Hotel Manager),"Tới 2,200 USD",Toàn thời gian,Quản lý / Giám sát,Không yêu cầu,5 năm,Kon Tum,"Khách sạn / Nhà hàng,Du lịch,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/quan-ly-khach-san-hotel-manager/808075.html
Tuyển Nhân Viên Sale Admin,8-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Dịch vụ khách hàng,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/nhan-vien-sale-admin/765767.html
,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Đà Nẵng,,
Tuyển Senior Business Analyst,"1,000-2,000 USD",Toàn thời gian,Nhân viên,Không yêu cầu,3 năm,Hà Nội,"IT phần mềm,Bán lẻ / bán sỉ,Tài chính / Đầu tư,Việc làm IT",https://www.topcv.vn/viec-lam/senior-business-analyst/561472.html
"Tuyển Thực Tập Sinh Kinh Doanh (BĐS, Có Lương Cứng, Thủ Đức, Quận 9)",Tới 20 triệu,Thực tập,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-bds-co-luong-cung-thu-duc-quan-9/759241.html
Tuyển Chuyên Viên Kỹ Thuật An Toàn,13-16 triệu,Toàn thời gian,Nhân viên,Nam,2 năm,Hồ Chí Minh,"Cơ khí / Chế tạo / Tự động hóa,Quản lý chất lượng (QA/QC),An toàn lao động",https://www.topcv.vn/viec-lam/chuyen-vien-ky-thuat-an-toan/808009.html
Tuyển Nhân Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm - Thu Nhập Trên 10 Triệu,Thoả thuận,Bán thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Kinh doanh / Bán hàng,Bảo hiểm",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem-thu-nhap-tren-10-trieu/808705.html
"Tuyển Nhân Viên Kỹ Thuật Thiết Kế Vẽ 2D, 3D",10-15 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Thiết kế nội thất,Công nghệ cao,Cơ khí / Chế tạo / Tự động hóa",https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-thiet-ke-ve-2d-3d/808837.html
Tuyển Nhân Viên QC (Lương Cơ Bản Trên 12 Triệu),Trên 13 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,"Quản lý chất lượng (QA/QC),Logistics,Xuất nhập khẩu",https://www.topcv.vn/viec-lam/nhan-vien-qc-luong-co-ban-tren-12-trieu/634352.html
Tuyển Nhân Viên Kinh Doanh Tại Tân Bình,Trên 7 triệu,Toàn thời gian,Nhân viên,Nữ,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Bất động sản,Kinh doanh / Bán hàng,Dịch vụ khách hàng",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tai-tan-binh/808432.html
Tuyển Chuyên Viên Quản Lý Học Tập (Chăm Sóc Khách Hàng),8-13 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Giáo dục / Đào tạo,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-hoc-tap-cham-soc-khach-hang/746780.html
Tuyển Chuyên Viên Quảng Cáo Facebook Ads (Tiếng Thái),7-13 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Biên / Phiên dịch,Giáo dục / Đào tạo,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/chuyen-vien-quang-cao-facebook-ads-tieng-thai/416446.html
Tuyển Sale Thị Trường (Thu Nhập 15 - 50 Triệu/ Tháng),15-50 triệu,Toàn thời gian,Nhân viên,Nam,Không yêu cầu kinh nghiệm,Bình Dương,"Kinh doanh / Bán hàng,Tư vấn,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/sale-thi-truong-thu-nhap-15-50-trieu-thang/399297.html
Tuyển Thực Tập Sinh Marketing Online (Được Đào Tạo Bài Bản),1.5-3 triệu,Thực tập,Thực tập sinh,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Marketing / Truyền thông / Quảng cáo,Tư vấn,Ngành nghề khác",https://www.topcv.vn/viec-lam/thuc-tap-sinh-marketing-online-duoc-dao-tao-bai-ban/531526.html
Tuyển Nhân Viên Presale (Hồ Chí Minh),10-20 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hồ Chí Minh,"Kinh doanh / Bán hàng,Cơ khí / Chế tạo / Tự động hóa,Bán hàng kỹ thuật",https://www.topcv.vn/viec-lam/nhan-vien-presale-ho-chi-minh/808628.html
Tuyển Chuyên Viên Kế Toán - Tài Chính,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Nghệ An,"Ngân hàng / Tài chính,Kế toán / Kiểm toán",https://www.topcv.vn/viec-lam/chuyen-vien-ke-toan-tai-chinh/513488.html
,15-30 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hồ Chí Minh,,
"Tuyển Nhân Viên Hành Chính Lễ Tân (Lương Cao, Chế Độ Tốt)",9-10 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Không yêu cầu kinh nghiệm,Hà Nội,"Hành chính / Văn phòng,Kế toán / Kiểm toán,Nhân sự",https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-le-tan-luong-cao-che-do-tot/808914.html
Tuyển Chuyên Viên Kinh Doanh (Làm Việc Online - Offline),Trên 8 triệu,Toàn thời gian,Nhân viên,Không yêu cầu,Dưới 1 năm,Hà Nội,"Bảo hiểm,Bất động sản,Chứng khoán / Vàng / Ngoại tệ",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-lam-viec-online-offline/772296.html
Tuyển Frontend Engineer (Vuejs/Reactjs),Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,2 năm,Hà Nội,"Công nghệ thông tin,Hành chính / Văn phòng",https://www.topcv.vn/viec-lam/frontend-engineer-vuejs-reactjs/808817.html
Tuyển Mobile App Developer,Thoả thuận,Toàn thời gian,Nhân viên,Không yêu cầu,1 năm,Hà Nội,"Bưu chính - Viễn thông,Điện tử viễn thông,Marketing / Truyền thông / Quảng cáo",https://www.topcv.vn/viec-lam/mobile-app-developer/808060.html
Tuyển Trưởng Nhóm Kinh Doanh Bất Động Sản(Ưu Tiên Có Đội Nhóm),Trên 5 triệu,Toàn thời gian,Trưởng nhóm,Không yêu cầu,1 năm,Quảng Ninh,Bất động sản,https://www.topcv.vn/viec-lam/truong-nhom-kinh-doanh-bat-dong-sanuu-tien-co-doi-nhom/804570.html
